0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Цех №4,ЛЧ-35-11/600,Н-603А,240614,Насос центробежный горизонтальный двухопорный,17,НПС-120/65-750-1в,Колесо рабочее,,,"Колесо рабочее правое 5-8 ступени, черт. № 10630.00.02 КБ УГМ, Сталь20, насос НПС 120/65-750 С",762045,51457334,Утвержден (имеет код SAP),ERSZ,4,ШТ,,18.12.2015,22015,,MARK,Рабочее колесо,1,шт,,ПС,ПС,1 шт. каждого типоразмера,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-603А,240614,Насос центробежный горизонтальный двухопорный,17,НПС-120/65-750-1в,Уплотнения,Щелевое,Кольцо уплотнительное вала,"Втулка концевая правая, черт. № 4094.00.00 КБ УГМ, 40Х, насос НПС 120/65-750 С",762041,51457410,Утвержден (имеет код SAP),ERSZ,1,ШТ,,18.12.2015,22015,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-603Б,240668,Насос центробежный горизонтальный двухопорный,4,НПС-120/65-750-1в,Подшипники,Подшипники скольжения,Втулка вала,"Гильза защитная, черт. № 4092.00.00 КБ УГМ, 40Х, насос НПС 120/65-750 С",563942,51000561,Утвержден (имеет код SAP),ERSZ,1,ШТ,,17.07.2020,6820,,MARK,Подшипники скольжения,1,компл,ПС,ПС,ПС,1 компл.,на марку
Цех №4,ЛЧ-35-11/600,НКУ-1,175892,Насос центробежный консольный,40561,ТКА 63/200Г 2в С СГ У2,Уплотнения,Эластомерное,Кольцо О-образное,"Кольцо уплотнительное резиновое 180х3,6 ТУ 26-02-553-74/ИРП-1287 ТУ 38-005-1166-98",515942,50902941,Утвержден (имеет код SAP),ROH,1,ШТ,,20.07.2021,6521,,MARK,"Уплотнения (эластомерные уплотнения (O-ring), корпусные, разьемы подшипников и корпусов, кольца фиксирующие)",1,компл,,+,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,НКУ-1,175892,Насос центробежный консольный,40561,ТКА 63/200Г 2в С СГ У2,Уплотнения,Спирально-навитая прокладка,,Прокладка СНП А-3-410х391х5 ТУ 2577-005-56508584-03,377197,50920451,Утвержден (имеет код SAP),ROH,1,ШТ,,02.08.2019,13543,,MARK,Спиральнонавитые прокладки корпуса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,НКУ-1,175892,Насос центробежный консольный,40561,ТКА 63/200Г 2в С СГ У2,Уплотнения,Щелевое,Кольцо уплотнительное корпуса,"Кольцо уплотнительное корпуса, черт. № 12383.00.00 КБ УГМ, Сталь40Х, насос ТКА 63/200 С",758252,51443801,Утвержден (имеет код SAP),ERSZ,1,ШТ,,31.12.2013,40796,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-613C,133032,Насос центробежный консольный,36310,ТКА-63/125-Г,Кольцо,Маслоподъемное,,"Втулка маслоподающая, черт. № 8635.00.00 КБ УГМ, Ст3, насос ТКА 63/125",758395,51442547,Утвержден (имеет код SAP),ERSZ,1,ШТ,,06.10.2017,0,,MARK,Кольца и втулки маслоподающие,1,компл,,ПС,ПС,1 компл.,на 10 единиц однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-628А,132989,Насос центробежный консольный,02100101,200NED-330-32,Муфты,Муфта пластинчатая,,"Муфта гибкая Metastream TSKS-0075-X277-1800, черт. № TSKS-0075-X277, насос 200-NED-330-32, JOHN CRANE",735457,51384805,Утвержден (имеет код SAP),ERSZ,1,ШТ,JOHN CRANE,31.12.2002,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,Н-626А,132969,Насос центробежный вихревой,П164,ВКС-4/28,Вал НКО,,,"Вал, черт. № Н48.547.01.000 РЭ (Н13.550.51.150), насос ВКС-4/28, АО ""ГМС Ливгидромаш""",750990,51478655,Утвержден (имеет код SAP),ERSZ,1,ШТ,"АО ""ГМС Ливгидромаш""",08.05.2020,0,,MARK,Вал,1,шт,,ПС,ПС,1 шт. каждого типоразмера,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-626Б,132970,Насос центробежный вихревой,П163,ВКС-4/28,Колесо рабочее,,,"Колесо рабочее, черт. № Н48.547.01.000 РЭ (Н48.605.01.002), насос ВКС-4/28, АО ""ГМС Ливгидромаш""",750985,51454658,Утвержден (имеет код SAP),ERSZ,1,ШТ,"АО ""ГМС Ливгидромаш""",15.05.2020,0,,MARK,Рабочее колесо,1,шт,,ПС,ПС,1 шт. каждого типоразмера,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-634Б,170101,Насос поршневой,25,АЭМД В-2500/40-1,Привод,Червячная передача,Вал червяка,"Вал червячный, черт. № АРТ 44-00-000 ПС, рис.4, поз. 4, насос АЭМД В-2500/40-1, АО ""Нефтехиммашсистемы""",734844,51382130,Утвержден (имеет код SAP),ERSZ,1,ШТ,"АО ""Нефтехиммашсистемы""",05.08.2021,5281,,MARK,Зубчатая передача,1,компл,ПС,ПС,+,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-602А,770195,Насос центробежный консольный,98101969,70NET-230-14-UC-05FE,Колесо рабочее,,,"Колесо рабочее, черт. № V800030, поз. 230, насос 70-NET-230-14-UC-05-FE, SIGMA GROUP",768492,51471898,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.1999,,,MARK,Рабочее колесо,1,шт,,ПС,ПС,1 шт. каждого типоразмера,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-607А,169592,Насос центробежный консольный,09100042,40-NQD-200-6-S5-FE,Вал НКО,,,"Вал, черт. № V 908 406, поз. 210.00, иден. № 10-5V744469/1, насос 40-NQD-200-6-S5-FE, SIGMA GROUP",768513,51472696,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2009,99072,,MARK,Вал,1,шт,,ПС,ПС,1 шт. каждого типоразмера,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-614А,132961,Насос центробежный консольный,02100021,80-NEA-265-16-OC-05-FE,Колесо рабочее,,,"Колесо рабочее в сборе, черт. № V0-3072, поз. 5,54,71, иден. № 10-4V722841-LD240, насос 80-NEA(NET)-265-16-OC-05-FE, SIGMA GROUP",768498,51472582,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Рабочее колесо,1,шт,,ПС,ПС,1 шт. каждого типоразмера,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-614А,132961,Насос центробежный консольный,02100021,80-NEA-265-16-OC-05-FE,Вал НКО,,,"Вал, черт. № V0-3072, поз. 17, иден. № 10-5V721538, насос 80-NEA(NET)-265-16-OC-05-FE, SIGMA GROUP",768508,51472701,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Вал,1,шт,,ПС,ПС,1 шт. каждого типоразмера,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-635,132994,Насос центробежный вертикальный,02100027,80CJAV-200-10/8-OC-FE,Колесо рабочее,,,"Колесо рабочее 1-ой ступени, черт. № V0-6245, поз. 230.1, иден. № 10-5V8-9840, насос 80-CJAV-200-10/8-OC-FE, SIGMA GROUP",768499,51472583,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Рабочее колесо,1,шт,,ПС,ПС,1 шт. каждого типоразмера,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-613В,257519,Насос центробежный консольный,28536,НК 65/125-В 1аС БО У3,Уплотнения,Спирально-навитая прокладка,,"Прокладка СНП Б-3-345х326х4,5 ТУ 3689-010-93978201-2008",732244,51374729,Утвержден (имеет код SAP),ROH,1,ШТ,,03.09.2020,86,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,Н-601Б,244040,Насос центробежный горизонтальный двухопорный,20,НПС-120/65-750-1в,Уплотнения,Торцевое,Уплотнение двойное торцевое в сборе,"Уплотнение торцевое 90 CД-Н601А/В в сборе, код сбор.специф.741, АО ""ТРЭМ Инжиниринг""",339198,50935671,Утвержден (имеет код SAP),ERSZ,2,ШТ,,07.08.2020,9516,90 СД-741,TYPES,Концевые уплотнения валов (типовые),1,компл,,ПС,ПС,1 компл.,на 10 уплотнений одного типа и кода сборки
Цех №4,ЛЧ-35-11/600,Н-603Б,240668,Насос центробежный горизонтальный двухопорный,4,НПС-120/65-750-1в,Вал НКО,,,"Вал, черт. № 4098.00.00 КБ УГМ, 40Х, насос НПС 120/65-750 С",761241,51457028,Утвержден (имеет код SAP),ERSZ,1,ШТ,,17.07.2020,6820,,MARK,Вал,1,шт,,ПС,ПС,1 шт. каждого типоразмера,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-603Б,240668,Насос центробежный горизонтальный двухопорный,4,НПС-120/65-750-1в,Подшипники,Подшипники скольжения,Вкладыш,"Втулка подшипника среднего, черт. № 4162.00.00 КБ УГМ, Сталь45, насос НПС 120/65-750 С",761251,51457411,Утвержден (имеет код SAP),ERSZ,1,ШТ,,17.07.2020,6820,,MARK,Подшипники скольжения,1,компл,ПС,ПС,ПС,1 компл.,на марку
Цех №4,ЛЧ-35-11/600,НКУ-1,175892,Насос центробежный консольный,40561,ТКА 63/200Г 2в С СГ У2,Уплотнения,Эластомерное,Кольцо О-образное,"Кольцо уплотнительное резиновое 215х4,6 ТУ 26-02-553-74/ИРП-1287 ТУ 38-005-1166-98",516046,50902960,Утвержден (имеет код SAP),ROH,2,ШТ,,20.07.2021,6521,,MARK,"Уплотнения (эластомерные уплотнения (O-ring), корпусные, разьемы подшипников и корпусов, кольца фиксирующие)",1,компл,,+,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-613C,133032,Насос центробежный консольный,36310,ТКА-63/125-Г,Уплотнения,Эластомерное,Кольцо О-образное,Кольцо уплотнительное резиновое 270х6 ТУ 26-02-553-74/ИРП-1287 ТУ 38-005-1166-98,258796,50902983,Утвержден (имеет код SAP),ROH,2,ШТ,,06.10.2017,0,,MARK,"Уплотнения (эластомерные уплотнения (O-ring), корпусные, разьемы подшипников и корпусов, кольца фиксирующие)",1,компл,,+,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,НКУ-1,175892,Насос центробежный консольный,40561,ТКА 63/200Г 2в С СГ У2,Уплотнения,Щелевое,Кольцо уплотнительное рабочего колеса,"Кольцо уплотнительное колеса, черт. № 12382.00.00 КБ УГМ, Сталь40Х, насос ТКА 63/200 С",758259,51443803,Утвержден (имеет код SAP),ERSZ,1,ШТ,,31.12.2013,40796,,MARK,Щелевые уплотнения рабочих колес,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-613А,187250,Насос поршневой,27,НД8П5000/32К14В-УХЛ2,Подшипники,Подшипники качения,Радиальный шариковый подшипник,Подшипник SKF 6028,771325,51481835,Утвержден (имеет код SAP),ERSZ,1,ШТ,SKF,01.06.2017,118,Подшипник SKF 6028,MARK,Подшипники узла регулирования (на марку насоса),1,компл,ПС,+,+,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-613В,257519,Насос центробежный консольный,28536,НК 65/125-В 1аС БО У3,Уплотнения,Эластомерное,Кольцо О-образное,Кольцо уплотнительное резиновое 205х5 ТУ 26-02-553-74/ИРП-1287 ТУ 38-005-1166-98,267131,50902953,Утвержден (имеет код SAP),ROH,1,ШТ,,03.09.2020,86,,MARK,"Уплотнения (эластомерные уплотнения (O-ring), корпусные, разьемы подшипников и корпусов, кольца фиксирующие)",1,компл,,+,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-613В,257519,Насос центробежный консольный,28536,НК 65/125-В 1аС БО У3,Колесо рабочее,,,"Колесо рабочее (ротор 1), черт. № 4214.00.00 КБ УГМ КИНЕФ, Сталь 20, насос НК 65/125 1С",632409,51141722,Утвержден (имеет код SAP),ERSZ,1,ШТ,,03.09.2020,86,,MARK,Рабочее колесо,1,шт,,ПС,ПС,1 шт. каждого типоразмера,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-613В,257519,Насос центробежный консольный,28536,НК 65/125-В 1аС БО У3,Кольцо,Маслоподъемное,,"Кольцо маслоподающее, черт. № 3919.00.00 КБ УГМ, 40Х, насос НК 65/125 С",647444,51188628,Утвержден (имеет код SAP),ERSZ,2,ШТ,,03.09.2020,86,,MARK,Кольца и втулки маслоподающие,1,компл,,ПС,ПС,1 компл.,на 10 единиц однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-613В,257519,Насос центробежный консольный,28536,НК 65/125-В 1аС БО У3,Вал НКО,Гильза вала,,"Гильза, черт. № 3969.00.00 КБ УГМ, 40Х, насос НК 65/125 С",763287,51469051,Утвержден (имеет код SAP),ERSZ,1,ШТ,,03.09.2020,86,,MARK,"Гильзы, грундбуксы, втулки распорные, кольца дистанционные, стопорные кольца",1,компл,,ПС,ПС,,
Цех №4,ЛЧ-35-11/600,Н-613А,187250,Насос поршневой,27,НД8П5000/32К14В-УХЛ2,Подшипники,Подшипники качения,Радиальный шариковый подшипник,Подшипник SKF 6030 C3 (аналог FAG 6030-C3),322382,50843022,Утвержден (имеет код SAP),ERSZ,1,ШТ,SKF,01.06.2017,118,Подшипник SKF 6030 C3,MARK,Подшипники узла регулирования (на марку насоса),1,компл,ПС,+,+,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-613В,257519,Насос центробежный консольный,28536,НК 65/125-В 1аС БО У3,Уплотнения,Эластомерное,Кольцо О-образное,Кольцо уплотнительное резиновое 132х5 ТУ 26-02-553-74/ИРП-1287 ТУ 38-005-1166-98,258766,50902919,Утвержден (имеет код SAP),ROH,1,ШТ,,03.09.2020,86,,MARK,"Уплотнения (эластомерные уплотнения (O-ring), корпусные, разьемы подшипников и корпусов, кольца фиксирующие)",1,компл,,+,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-631,183236,Насос поршневой,683,"НД 1.0Р 2,5/100К13В",Подшипники,Подшипники качения,Упорный шариковый подшипник,Подшипник SKF 51100,771326,51481929,Утвержден (имеет код SAP),ERSZ,2,ШТ,SKF,31.12.2014,32449,Подшипник SKF 51100,MARK,Подшипники узла регулирования (на марку насоса),1,компл,ПС,+,+,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-613Б,187251,Насос поршневой,28,НД8П5000/32К14В-УХЛ2,Подшипники,Подшипники качения,Упорный шариковый подшипник,Подшипник SKF 51128,771324,51481972,Утвержден (имеет код SAP),ERSZ,1,ШТ,SKF,01.06.2017,86,Подшипник SKF 51128,MARK,Подшипники узла регулирования (на марку насоса),1,компл,ПС,+,+,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-613Б,187251,Насос поршневой,28,НД8П5000/32К14В-УХЛ2,Подшипники,Подшипники качения,Радиальный шариковый подшипник,Подшипник SKF 6028,771325,51481835,Утвержден (имеет код SAP),ERSZ,1,ШТ,SKF,01.06.2017,86,Подшипник SKF 6028,MARK,Подшипники узла регулирования (на марку насоса),1,компл,ПС,+,+,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-613В,257519,Насос центробежный консольный,28536,НК 65/125-В 1аС БО У3,Уплотнения,Эластомерное,Кольцо О-образное,Кольцо уплотнительное резиновое 78х5 ТУ 26-02-553-74/ИРП-1287 ТУ 38-005-1166-98,258842,50903072,Утвержден (имеет код SAP),ROH,2,ШТ,,03.09.2020,86,,MARK,"Уплотнения (эластомерные уплотнения (O-ring), корпусные, разьемы подшипников и корпусов, кольца фиксирующие)",1,компл,,+,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-613В,257519,Насос центробежный консольный,28536,НК 65/125-В 1аС БО У3,Уплотнения,Эластомерное,Кольцо О-образное,Кольцо уплотнительное резиновое 58х5 ТУ 26-02-553-74/ИРП-1287 ТУ 38-005-1166-98,258824,50903043,Утвержден (имеет код SAP),ROH,2,ШТ,,03.09.2020,86,,MARK,"Уплотнения (эластомерные уплотнения (O-ring), корпусные, разьемы подшипников и корпусов, кольца фиксирующие)",1,компл,,+,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-626А,132969,Насос центробежный вихревой,П164,ВКС-4/28,Колесо рабочее,,,"Колесо рабочее, черт. № Н48.547.01.000 РЭ (Н48.605.01.002), насос ВКС-4/28, АО ""ГМС Ливгидромаш""",750985,51454658,Утвержден (имеет код SAP),ERSZ,1,ШТ,"АО ""ГМС Ливгидромаш""",08.05.2020,0,,MARK,Рабочее колесо,1,шт,,ПС,ПС,1 шт. каждого типоразмера,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-601А,240621,Насос центробежный горизонтальный двухопорный,16,НПС-120/65-750-1в,Уплотнения,Эластомерное,Кольцо О-образное,Кольцо уплотнительное резиновое 370х7 ТУ 26-02-553-74/ИРП-1287 ТУ 38-005-1166-98,258806,50903010,Утвержден (имеет код SAP),ROH,10,ШТ,,26.06.2020,11195,,MARK,"Уплотнения (эластомерные уплотнения (O-ring), корпусные, разьемы подшипников и корпусов, кольца фиксирующие)",1,компл,,+,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-613В,257519,Насос центробежный консольный,28536,НК 65/125-В 1аС БО У3,Уплотнения,Щелевое,Кольцо маслоотбойное,"Кольцо отбойное, черт. № 13871.00.00 КБ УГМ, Ст3, насос НК 65/125 С",632570,51141812,Утвержден (имеет код SAP),ERSZ,1,ШТ,,03.09.2020,86,,MARK,Лабиринтные уплотнения подшипниковых узлов (Втулка маслоотражательная),1,компл,,ПС,ПС,1 компл.,на 10 единиц однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-624Б,132993,Насос центробежный консольный,02100049,100NED-315-22,Вал НКО,,,"Вал, черт. № V0-6012, поз. 210.00, иден. № 10-5V743346, насос 100-NED-315-22, SIGMA GROUP",768512,51472698,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Вал,1,шт,,ПС,ПС,1 шт. каждого типоразмера,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-617Б,162007,Насос центробежный вертикальный,06100150,80CJAV-200-10/8-OC-FE,Колесо рабочее,,,"Колесо рабочее последней ступени, черт. № V0-6245, поз. 230.3, иден. № 10-5V715098, насос 80-CJAV-200-10/8-OC-FE, SIGMA GROUP",768502,51472584,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2006,3038,,MARK,Рабочее колесо,1,шт,,ПС,ПС,1 шт. каждого типоразмера,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,НКУ-1,175892,Насос центробежный консольный,40561,ТКА 63/200Г 2в С СГ У2,Муфты,Муфта дисковая,,Муфта дисковая 251.17-27 черт. № 031.01 ДИМ,771806,51483585,Утвержден (имеет код SAP),ERSZ,1,ШТ,,31.12.2013,40796,,TYPES,Соединительная муфта (на марку муфты),1,компл,ПС,ПС,ПС,1 компл.,на 10 однотипных муфт
Цех №4,ЛЧ-35-11/600,Н-601А,240621,Насос центробежный горизонтальный двухопорный,16,НПС-120/65-750-1в,Колесо рабочее,,,"Колесо рабочее левое 1 ступени, черт. № 10630.00.00 КБ УГМ, Сталь20, насос НПС 120/65-750 С",762043,51457027,Утвержден (имеет код SAP),ERSZ,1,ШТ,,26.06.2020,11195,,MARK,Рабочее колесо,1,шт,,ПС,ПС,1 шт. каждого типоразмера,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-601Б,244040,Насос центробежный горизонтальный двухопорный,20,НПС-120/65-750-1в,Уплотнения,Щелевое,Кольцо уплотнительное вала,"Втулка барабана, черт. № 4168.00.00 КБ УГМ, Сталь45, насос НПС 120/65-750 С",761249,51457365,Утвержден (имеет код SAP),ERSZ,1,ШТ,,30.06.2016,27749,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-601Б,244040,Насос центробежный горизонтальный двухопорный,20,НПС-120/65-750-1в,Подшипники,Подшипники скольжения,Втулка вала,"Втулка подшипника, черт. № 4097.00.00 КБ УГМ, Сталь45, насос НПС 120/65-750 С",761252,51457408,Утвержден (имеет код SAP),ERSZ,2,КОМПЛ,,30.06.2016,27749,,MARK,Подшипники скольжения,1,компл,ПС,ПС,ПС,1 компл.,на марку
Цех №4,ЛЧ-35-11/600,Н-603А,240614,Насос центробежный горизонтальный двухопорный,17,НПС-120/65-750-1в,Подшипники,Подшипники скольжения,Вкладыш,"Втулка подшипника среднего, черт. № 4162.00.00 КБ УГМ, Сталь45, насос НПС 120/65-750 С",761251,51457411,Утвержден (имеет код SAP),ERSZ,1,ШТ,,18.12.2015,22015,,MARK,Подшипники скольжения,1,компл,ПС,ПС,ПС,1 компл.,на марку
Цех №4,ЛЧ-35-11/600,НКУ-1,175892,Насос центробежный консольный,40561,ТКА 63/200Г 2в С СГ У2,Уплотнения,Щелевое,Кольцо уплотнительное корпуса,"Кольцо уплотнительное корпуса, черт. № 12379.00.00 КБ УГМ, Сталь40Х, насос ТКА 63/200 С",758249,51443790,Утвержден (имеет код SAP),ERSZ,1,ШТ,,31.12.2013,40796,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,НКУ-1,175892,Насос центробежный консольный,40561,ТКА 63/200Г 2в С СГ У2,Уплотнения,Щелевое,Кольцо уплотнительное корпуса,"Кольцо уплотнительное корпуса, черт. № 12381.00.00 КБ УГМ, Сталь40Х, насос ТКА 63/200 С",758250,51443794,Утвержден (имеет код SAP),ERSZ,1,ШТ,,31.12.2013,40796,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-629А,132964,Насос центробежный консольный,02100052,100NED-315-22,Муфты,Муфта пластинчатая,,"Муфта гибкая Metastream TSKS-0075-X277-1800, черт. № TSKS-0075-X277, насос 100-NED-315-22, JOHN CRANE",735455,51384802,Утвержден (имеет код SAP),ERSZ,1,ШТ,JOHN CRANE,31.12.2002,,,MARK,Соединительная муфта (на марку оборудования),1,компл,ПС,ПС,ПС,1 компл.,на марку
Цех №4,ЛЧ-35-11/600,Н-628Б,132988,Насос центробежный консольный,02100102,200NED-330-32,Вал НКО,,,"Вал, черт. № 7235.00.00 КБ УГМ, насос 200NED-330-32",563856,51000476,Утвержден (имеет код SAP),ERSZ,1,ШТ,,31.12.2002,,,MARK,Вал,1,шт,,ПС,ПС,1 шт. каждого типоразмера,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-624А,132992,Насос центробежный консольный,02100050,100NED-315-22,Колесо рабочее,,,"Колесо рабочее в сборе, черт. № V0-6012, поз. 230.00,503.10,503.20,904.01, иден. № 10-4V743479, насос 100-NED-315-22, SIGMA GROUP",768496,51472579,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Рабочее колесо,1,шт,,ПС,ПС,1 шт. каждого типоразмера,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-629А,132964,Насос центробежный консольный,02100052,100NED-315-22,Вал НКО,,,"Вал, черт. № V0-6012, поз. 210.00, иден. № 10-5V743346, насос 100-NED-315-22, SIGMA GROUP",768512,51472698,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Вал,1,шт,,ПС,ПС,1 шт. каждого типоразмера,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-630А,132995,Насос центробежный консольный,02100023,100NEA-305-16,Вал НКО,,,"Вал, черт. № V0-3082, поз. 17, иден. № 10-5V722913, насос 100-NEA-305-16, SIGMA GROUP",768509,51472708,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Вал,1,шт,,ПС,ПС,1 шт. каждого типоразмера,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-614Б,132962,Насос центробежный консольный,02100020,80-NEA-265-16-OC-05-FE,Вал НКО,,,"Вал, черт. № V0-3072, поз. 17, иден. № 10-5V721538, насос 80-NEA(NET)-265-16-OC-05-FE, SIGMA GROUP",768508,51472701,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Вал,1,шт,,ПС,ПС,1 шт. каждого типоразмера,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-617Б,162007,Насос центробежный вертикальный,06100150,80CJAV-200-10/8-OC-FE,Колесо рабочее,,,"Колесо рабочее, черт. № V0-6245, поз. 230.2, иден. № 10-5V715011, насос 80-CJAV-200-10/8-OC-FE, SIGMA GROUP",768501,51472563,Утвержден (имеет код SAP),ERSZ,6,ШТ,SIGMA GROUP,31.12.2006,3038,,MARK,Рабочее колесо,1,шт,,ПС,ПС,1 шт. каждого типоразмера,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-601Б,244040,Насос центробежный горизонтальный двухопорный,20,НПС-120/65-750-1в,Подшипники,Подшипники скольжения,Вкладыш,"Втулка подшипника среднего, черт. № 4162.00.00 КБ УГМ, Сталь45, насос НПС 120/65-750 С",761251,51457411,Утвержден (имеет код SAP),ERSZ,1,ШТ,,30.06.2016,27749,,MARK,Подшипники скольжения,1,компл,ПС,ПС,ПС,1 компл.,на марку
Цех №4,ЛЧ-35-11/600,Н-603А,240614,Насос центробежный горизонтальный двухопорный,17,НПС-120/65-750-1в,Уплотнения,Эластомерное,Кольцо О-образное,"Кольцо уплотнительное резиновое 180х3,6 ТУ 26-02-553-74/ИРП-1287 ТУ 38-005-1166-98",515942,50902941,Утвержден (имеет код SAP),ROH,2,ШТ,,11.08.2020,12516,,MARK,"Уплотнения (эластомерные уплотнения (O-ring), корпусные, разьемы подшипников и корпусов, кольца фиксирующие)",1,компл,,+,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-603А,240614,Насос центробежный горизонтальный двухопорный,17,НПС-120/65-750-1в,Уплотнения,Щелевое,Кольцо уплотнительное корпуса,"Кольцо уплотнительное корпуса большое 2-8 ступеней, черт. № 4085.00.00 КБ УГМ, Сталь45, насос НПС 120/65-750 С",625995,51122892,Утвержден (имеет код SAP),ERSZ,1,ШТ,,18.12.2015,22015,,MARK,Щелевые уплотнения корпуса насоса,1,компл,,ПС,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-603А,240614,Насос центробежный горизонтальный двухопорный,17,НПС-120/65-750-1в,Уплотнения,Щелевое,Втулка дроссельная,"Грундбукса левая, черт. № 4089.00.00 КБ УГМ, Сталь45, насос НПС 120/65-750 С",632511,51141747,Утвержден (имеет код SAP),ERSZ,1,ШТ,,18.12.2015,22015,,MARK,"Гильзы, грундбуксы, втулки распорные, кольца дистанционные, стопорные кольца",1,компл,,ПС,ПС,,
